record_id,index,Timestamp,In The Lead,Vote Margin,Votes Remaining (est.),Change,State,Leader Batch Breakdown,Trailer Batch Breakdown,Trailer Batch Trend,Trailer Hurdle,Margin_change_estimate,Type
737,737,2020-11-06 20:42:56 UTC,Biden,1616,33892,188,Georgia,56.4,43.6,31.0,52.4,,
738,738,2020-11-06 20:34:48 UTC,Biden,1592,34087,5,Georgia,80.0,20.0,30.9,52.4,,
739,739,2020-11-06 20:25:45 UTC,Biden,1589,34092,24,Georgia,20.8,79.2,30.9,52.4,,
740,740,2020-11-06 20:08:18 UTC,Biden,1603,34118,8,Georgia,50.0,50.0,30.9,52.4,,
741,741,2020-11-06 19:53:53 UTC,Biden,1603,34126,11,Georgia,72.7,27.3,30.9,52.4,,
742,742,2020-11-06 19:46:07 UTC,Biden,1598,34127,301,Georgia,57.5,42.5,30.9,52.4,,
743,743,2020-11-06 19:22:14 UTC,Biden,1553,34429,1,Georgia,0.0,100.0,30.7,52.3,,
744,744,2020-11-06 19:11:02 UTC,Biden,1554,34430,19,Georgia,31.6,68.4,30.7,52.3,,
745,745,2020-11-06 18:51:26 UTC,Biden,1561,34450,1,Georgia,0.0,100.0,30.6,52.3,,
746,746,2020-11-06 18:40:11 UTC,Biden,1562,34451,1,Georgia,100.0,0.0,30.6,52.3,,
747,747,2020-11-06 18:24:05 UTC,Biden,1561,34452,12,Georgia,50.0,50.0,30.6,52.3,,
748,748,2020-11-06 18:08:50 UTC,Biden,1561,34465,1,Georgia,100.0,0.0,30.6,52.3,,
749,749,2020-11-06 17:40:44 UTC,Biden,1560,34466,9,Georgia,22.2,77.8,30.6,52.3,,
750,750,2020-11-06 17:32:20 UTC,Biden,1565,34475,65,Georgia,40.0,60.0,30.6,52.3,,
751,751,2020-11-06 17:21:32 UTC,Biden,1578,34537,1,Georgia,100.0,0.0,30.5,52.3,,
752,752,2020-11-06 17:16:09 UTC,Biden,1577,34538,13,Georgia,23.1,76.9,30.5,52.3,,
753,753,2020-11-06 16:49:49 UTC,Biden,1584,34551,5,Georgia,40.0,60.0,30.5,52.3,,
754,754,2020-11-06 16:41:57 UTC,Biden,1585,34556,2,Georgia,0.0,100.0,30.5,52.3,,
755,755,2020-11-06 16:32:19 UTC,Biden,1587,34558,15,Georgia,53.3,46.7,30.5,52.3,,
756,756,2020-11-06 16:03:11 UTC,Biden,1586,34573,47,Georgia,57.4,42.6,30.5,52.3,,
757,757,2020-11-06 15:35:56 UTC,Biden,1579,34620,573,Georgia,92.0,8.0,30.5,52.3,,
758,758,2020-11-06 14:58:41 UTC,Biden,1098,35200,3,Georgia,66.7,33.3,30.8,51.6,,
759,759,2020-11-06 14:24:48 UTC,Biden,1097,35203,12,Georgia,50.0,50.0,30.8,51.6,,
760,760,2020-11-06 13:15:23 UTC,Biden,1097,35216,3,Georgia,66.7,33.3,30.7,51.6,,
761,761,2020-11-06 11:10:54 UTC,Biden,1096,35217,239,Georgia,87.4,12.6,30.7,51.6,,
762,762,2020-11-06 09:50:07 UTC,Biden,917,35458,1824,Georgia,87.8,12.2,30.8,51.3,,
763,763,2020-11-06 08:40:27 UTC,Trump,463,37301,300,Georgia,16.3,83.7,68.5,50.6,,
764,764,2020-11-06 07:41:51 UTC,Trump,665,37607,806,Georgia,12.7,87.3,68.4,50.9,,
765,765,2020-11-06 06:41:37 UTC,Trump,1267,38423,530,Georgia,8.3,91.7,68.1,51.7,,
766,766,2020-11-06 05:41:02 UTC,Trump,1709,38964,138,Georgia,15.2,84.8,67.8,52.2,,
767,767,2020-11-06 04:10:39 UTC,Trump,1805,39108,1316,Georgia,51.1,48.9,67.8,52.3,,
768,768,2020-11-06 03:29:41 UTC,Trump,1775,40483,34,Georgia,17.6,82.4,68.3,52.2,,
769,769,2020-11-06 03:06:46 UTC,Trump,1797,40517,333,Georgia,34.2,65.8,68.3,52.2,,
770,770,2020-11-06 02:33:32 UTC,Trump,1902,40854,1011,Georgia,20.6,79.4,68.1,52.4,,
771,771,2020-11-06 02:00:51 UTC,Trump,2497,41885,1319,Georgia,12.5,87.5,67.2,53.0,,
772,772,2020-11-06 00:35:53 UTC,Trump,3486,43222,2771,Georgia,47.3,52.7,65.6,54.1,,
773,773,2020-11-06 00:01:17 UTC,Trump,3635,46053,17019,Georgia,33.0,67.0,67.5,54.0,,
774,774,2020-11-05 23:07:42 UTC,Trump,9426,63409,340,Georgia,34.1,65.9,69.2,57.5,,
775,775,2020-11-05 22:45:37 UTC,Trump,9534,63751,19,Georgia,47.4,52.6,69.3,57.6,,
776,776,2020-11-05 22:21:28 UTC,Trump,9535,63770,234,Georgia,52.1,47.9,69.3,57.6,,
777,777,2020-11-05 22:01:29 UTC,Trump,9525,64011,6162,Georgia,23.6,76.4,69.6,57.5,,
778,778,2020-11-05 21:53:18 UTC,Trump,12773,70316,8,Georgia,62.5,37.5,69.8,59.2,,
779,779,2020-11-05 21:37:23 UTC,Trump,12771,70321,6,Georgia,100.0,0.0,69.8,59.2,,
780,780,2020-11-05 21:13:32 UTC,Trump,12765,70327,8,Georgia,50.0,50.0,69.8,59.2,,
781,781,2020-11-05 21:05:33 UTC,Trump,12765,70335,3,Georgia,0.0,100.0,69.8,59.2,,
782,782,2020-11-05 20:40:29 UTC,Trump,12768,70338,46,Georgia,54.3,45.7,69.8,59.2,,
783,783,2020-11-05 20:32:32 UTC,Trump,12764,70386,3547,Georgia,49.0,51.0,69.9,59.2,,
784,784,2020-11-05 20:05:59 UTC,Trump,12835,73976,19,Georgia,68.4,31.6,73.1,58.8,,
785,785,2020-11-05 19:45:41 UTC,Trump,12828,73995,17,Georgia,58.8,41.2,73.1,58.8,,
786,786,2020-11-05 19:37:18 UTC,Trump,12825,73998,581,Georgia,16.0,84.0,73.1,58.8,,
787,787,2020-11-05 19:21:26 UTC,Trump,13220,74584,1,Georgia,100.0,0.0,73.0,59.0,,
788,788,2020-11-05 19:12:36 UTC,Trump,13219,74585,913,Georgia,32.7,67.3,73.0,59.0,,
789,789,2020-11-05 18:50:48 UTC,Trump,13534,75524,46,Georgia,43.5,56.5,73.4,59.1,,
790,790,2020-11-05 17:52:38 UTC,Trump,13540,75570,1,Georgia,100.0,0.0,73.4,59.1,,
791,791,2020-11-05 17:48:22 UTC,Trump,13539,75571,789,Georgia,14.4,85.6,73.4,59.1,,
792,792,2020-11-05 17:16:26 UTC,Trump,14100,76367,3741,Georgia,41.1,58.9,73.2,59.3,,
793,793,2020-11-05 16:46:27 UTC,Trump,14765,80172,216,Georgia,28.7,71.3,76.1,59.3,,
794,794,2020-11-05 16:37:47 UTC,Trump,14857,80391,6017,Georgia,22.7,77.3,76.2,59.4,,
795,795,2020-11-05 15:53:50 UTC,Trump,18146,86521,4,Georgia,75.0,25.0,76.5,60.6,,
796,796,2020-11-05 15:46:20 UTC,Trump,18144,86525,1188,Georgia,31.4,68.6,76.5,60.6,,
797,797,2020-11-05 14:50:38 UTC,Trump,18586,87724,256,Georgia,49.2,50.8,77.0,60.7,,
798,798,2020-11-05 14:10:28 UTC,Trump,18590,87988,2,Georgia,100.0,0.0,77.2,60.7,,
799,799,2020-11-05 13:45:38 UTC,Trump,18588,87990,1352,Georgia,51.8,48.2,77.2,60.7,,
800,800,2020-11-05 10:55:01 UTC,Trump,18540,89354,8351,Georgia,23.2,76.8,78.7,60.5,,
801,801,2020-11-05 06:12:22 UTC,Trump,23009,97822,10300,Georgia,21.8,78.2,78.1,61.9,,
802,802,2020-11-05 05:24:38 UTC,Trump,28827,108283,4251,Georgia,15.6,84.4,75.8,63.5,,
803,803,2020-11-05 04:22:05 UTC,Trump,31748,112627,0,Georgia,,,73.9,64.3,,
804,804,2020-11-05 03:57:56 UTC,Trump,31748,112627,0,Georgia,,,73.9,64.3,,
805,805,2020-11-05 03:53:56 UTC,Trump,31748,112627,0,Georgia,,,73.9,64.3,,
806,806,2020-11-05 03:53:39 UTC,Trump,31748,112627,0,Georgia,,,73.9,64.3,,
807,807,2020-11-05 03:49:40 UTC,Trump,31748,112627,0,Georgia,,,73.9,64.3,,
808,808,2020-11-05 03:41:08 UTC,Trump,31748,112627,3096,Georgia,24.9,75.1,73.9,64.3,,
809,809,2020-11-05 03:11:54 UTC,Trump,33300,115755,6594,Georgia,19.5,80.5,70.7,64.6,,
810,810,2020-11-05 02:58:35 UTC,Trump,37322,122437,Unknown,Georgia,51.8,48.2,68.8,65.4,,
811,811,2020-11-05 02:51:15 UTC,Trump,37370,121071,Unknown,Georgia,75.1,24.9,73.2,65.6,,
812,812,2020-11-05 02:19:13 UTC,Trump,38996,117829,1379,Georgia,16.5,83.5,67.4,66.8,,
813,813,2020-11-05 02:03:34 UTC,Trump,39921,119243,438,Georgia,62.6,37.4,67.2,67.0,,
814,814,2020-11-05 01:34:39 UTC,Trump,39811,119666,10,Georgia,20.0,80.0,67.8,66.8,,
815,815,2020-11-05 01:28:06 UTC,Trump,39817,119676,14032,Georgia,28.0,72.0,67.8,66.8,,
816,816,2020-11-05 01:16:26 UTC,Trump,45991,134187,268,Georgia,59.3,40.7,69.9,67.4,,
817,817,2020-11-05 01:00:02 UTC,Trump,45941,134448,723,Georgia,39.8,60.2,70.2,67.3,,
818,818,2020-11-05 00:55:32 UTC,Trump,46088,135200,2723,Georgia,18.1,81.9,70.5,67.3,,
819,819,2020-11-05 00:44:49 UTC,Trump,47827,137996,6468,Georgia,55.5,44.5,69.6,67.5,,
820,820,2020-11-05 00:20:56 UTC,Trump,47111,144576,16474,Georgia,20.8,79.2,74.6,66.5,,
821,821,2020-11-05 00:16:49 UTC,Trump,56739,161266,1575,Georgia,33.3,66.7,66.7,67.8,,
822,822,2020-11-04 23:14:43 UTC,Trump,57266,162876,503,Georgia,37.0,63.0,66.6,67.8,,
823,823,2020-11-04 23:01:02 UTC,Trump,57397,163394,7249,Georgia,27.9,72.1,66.6,67.8,,
824,824,2020-11-04 22:54:27 UTC,Trump,60598,170718,23686,Georgia,35.1,64.9,64.4,68.0,,
825,825,2020-11-04 22:44:27 UTC,Trump,67644,194748,1097,Georgia,17.2,82.8,67.8,67.6,,
826,826,2020-11-04 22:27:15 UTC,Trump,68363,195876,4,Georgia,50.0,50.0,66.7,67.7,,
827,827,2020-11-04 22:12:35 UTC,Trump,68363,195880,1352,Georgia,51.8,48.2,66.7,67.7,,
828,828,2020-11-04 21:55:46 UTC,Trump,68315,197246,1613,Georgia,61.4,38.6,66.9,67.5,,
829,829,2020-11-04 21:45:13 UTC,Trump,67948,198884,16740,Georgia,21.1,78.9,68.1,67.3,,
830,830,2020-11-04 21:37:45 UTC,Trump,77636,215836,606,Georgia,57.4,42.6,66.0,68.2,,
831,831,2020-11-04 21:29:17 UTC,Trump,77546,216411,670,Georgia,17.0,83.0,66.5,68.1,,
832,832,2020-11-04 21:12:19 UTC,Trump,77988,217102,335,Georgia,53.1,46.9,65.8,68.2,,
833,833,2020-11-04 20:53:17 UTC,Trump,77967,217445,9884,Georgia,47.7,52.3,65.9,68.2,,
834,834,2020-11-04 20:48:16 UTC,Trump,78429,227429,34,Georgia,58.8,41.2,76.1,67.5,,
835,835,2020-11-04 20:37:49 UTC,Trump,78423,227440,1,Georgia,0.0,100.0,76.1,67.5,,
836,836,2020-11-04 20:14:42 UTC,Trump,78424,227441,4807,Georgia,38.7,61.3,76.1,67.5,,
837,837,2020-11-04 19:44:32 UTC,Trump,79509,232346,5822,Georgia,17.2,82.8,80.3,67.3,,
838,838,2020-11-04 19:36:47 UTC,Trump,83331,238270,801,Georgia,65.9,34.1,81.1,67.7,,
839,839,2020-11-04 19:33:35 UTC,Trump,83076,239081,77,Georgia,50.6,49.4,82.2,67.6,,
840,840,2020-11-04 19:28:48 UTC,Trump,83075,239161,291,Georgia,45.4,54.6,82.3,67.6,,
841,841,2020-11-04 19:13:03 UTC,Trump,83102,239452,495,Georgia,61.6,38.4,82.5,67.6,,
842,842,2020-11-04 18:40:57 UTC,Trump,82987,239951,4056,Georgia,14.9,85.1,83.2,67.5,,
843,843,2020-11-04 17:57:21 UTC,Trump,85835,244082,2325,Georgia,16.9,83.1,82.2,67.8,,
844,844,2020-11-04 17:44:28 UTC,Trump,87376,246458,2393,Georgia,45.0,55.0,82.1,67.9,,
845,845,2020-11-04 17:41:18 UTC,Trump,87617,248896,239,Georgia,51.9,48.1,84.9,67.8,,
846,846,2020-11-04 17:16:47 UTC,Trump,87608,249143,19061,Georgia,12.7,87.3,85.3,67.8,,
847,847,2020-11-04 16:37:07 UTC,Trump,101837,268387,3259,Georgia,22.6,77.4,75.1,69.2,,
848,848,2020-11-04 16:35:11 UTC,Trump,103620,271677,495,Georgia,41.4,58.6,62.2,69.3,,
849,849,2020-11-04 14:15:56 UTC,Trump,103705,272179,77,Georgia,14.3,85.7,85.7,69.3,,
850,850,2020-11-04 13:28:22 UTC,Trump,103760,272257,0,Georgia,,,,69.3,,
851,851,2020-11-19 20:34:03 UTC,Biden,169266,Unknown,124,Hawaii,48.4,51.6,48.9,,,
852,852,2020-11-13 01:51:08 UTC,Biden,169270,128,466,Hawaii,57.5,42.5,48.9,67518.8,,
853,853,2020-11-04 17:33:32 UTC,Biden,169200,615,20759,Hawaii,50.9,49.1,49.1,14086.5,,
854,854,2020-11-04 13:28:22 UTC,Biden,168807,22253,0,Hawaii,,,,437.0,,
855,855,2021-01-05 15:21:52 UTC,Trump,267097,140,Unknown,Idaho,100.0,0.0,13.2,98489.5,,
856,856,2020-12-18 21:16:36 UTC,Trump,267098,47,1,Idaho,100.0,0.0,13.2,293275.2,,
857,857,2020-11-20 23:42:58 UTC,Trump,267097,48,Unknown,Idaho,50.0,50.0,13.2,287165.2,,
858,858,2020-11-13 16:01:50 UTC,Trump,267097,28,149,Idaho,73.2,26.8,13.2,492247.5,,
859,859,2020-11-11 22:51:34 UTC,Trump,267028,182,0,Idaho,,,13.1,75753.1,,
860,860,2020-11-06 15:35:56 UTC,Trump,267028,182,5529,Idaho,88.5,11.5,13.1,75753.1,,
861,861,2020-11-05 01:21:51 UTC,Trump,262771,5921,24125,Idaho,86.5,13.5,13.5,2339.9,,
862,862,2020-11-04 15:17:08 UTC,Trump,245152,30835,0,Idaho,,,,460.2,,
863,863,2020-11-04 13:28:22 UTC,Trump,245152,30852,0,Idaho,,,,460.0,,
864,864,2021-01-04 17:16:55 UTC,Biden,1025024,2988,0,Illinois,,,38.5,17535.4,,
865,865,2021-01-04 16:46:45 UTC,Biden,1025024,Unknown,0,Illinois,,,38.5,,,
866,866,2021-01-04 15:11:40 UTC,Biden,1025024,Unknown,0,Illinois,,,38.5,,,
867,867,2020-12-16 22:06:34 UTC,Biden,1025024,Unknown,0,Illinois,,,38.5,,,
868,868,2020-12-08 16:27:04 UTC,Biden,1025024,Unknown,393,Illinois,59.8,40.2,38.5,,,
869,869,2020-12-04 20:16:48 UTC,Biden,1024947,Unknown,2303,Illinois,57.5,42.5,38.2,,,
870,870,2020-12-04 19:11:49 UTC,Biden,1024602,636,12390,Illinois,47.3,52.7,36.3,82164.7,,
871,871,2020-12-04 18:16:41 UTC,Biden,1025264,13549,1610,Illinois,60.7,39.3,28.0,3907.0,,
872,872,2020-12-04 17:26:45 UTC,Biden,1024920,15246,1527,Illinois,113.9,13.9,26.5,3476.5,,
873,873,2020-12-04 00:41:42 UTC,Biden,1022967,16877,124,Illinois,9.7,90.3,27.8,3139.5,,
874,874,2020-12-02 20:07:21 UTC,Biden,1023067,17002,343,Illinois,46.9,53.1,27.5,3117.1,,
875,875,2020-12-02 16:33:22 UTC,Biden,1023088,17358,1750,Illinois,56.6,43.4,27.0,3054.3,,
876,876,2020-11-24 15:49:27 UTC,Biden,1022856,19230,31,Illinois,48.4,51.6,25.1,2761.2,,
877,877,2020-11-24 15:28:16 UTC,Biden,1022857,19261,9070,Illinois,74.6,25.4,25.1,2756.8,,
878,878,2020-11-24 15:11:26 UTC,Biden,1018397,28466,5379,Illinois,82.1,17.9,25.8,1873.5,,
879,879,2020-11-20 19:35:51 UTC,Biden,1014944,33985,4689,Illinois,61.1,38.9,26.5,1572.2,,
880,880,2020-11-20 15:00:19 UTC,Biden,1013907,38912,1599,Illinois,59.2,40.8,23.7,1378.1,,
881,881,2020-11-20 14:45:19 UTC,Biden,1013614,40622,3566,Illinois,68.3,31.7,22.7,1321.8,,
882,882,2020-11-19 16:55:55 UTC,Biden,1012312,44240,8756,Illinois,88.7,11.3,21.5,1216.3,,
883,883,2020-11-19 14:53:11 UTC,Biden,1005542,53119,5520,Illinois,62.6,37.4,24.5,1014.9,,
884,884,2020-11-19 14:43:51 UTC,Biden,1004152,58847,28227,Illinois,78.4,21.6,21.9,919.8,,
885,885,2020-11-18 23:19:11 UTC,Biden,988099,87473,6438,Illinois,72.2,27.8,19.2,625.8,,
886,886,2020-11-18 18:53:56 UTC,Biden,985239,94071,61,Illinois,31.1,68.9,18.1,583.8,,
887,887,2020-11-18 15:20:10 UTC,Biden,985262,94136,3183,Illinois,62.6,37.4,18.0,583.5,,
888,888,2020-11-16 17:48:13 UTC,Biden,984457,97411,Unknown,Illinois,47.3,52.7,13.4,565.1,,
889,889,2020-11-16 15:11:31 UTC,Biden,984295,94405,1785,Illinois,181.1,81.1,16.4,581.4,,
890,890,2020-11-16 14:55:32 UTC,Biden,979614,96313,0,Illinois,,,22.5,568.4,,
891,891,2020-11-16 14:39:33 UTC,Biden,979614,96359,3771,Illinois,77.0,23.0,22.5,568.2,,
892,892,2020-11-14 03:24:46 UTC,Biden,977577,100211,61161,Illinois,77.5,22.5,22.5,547.2,,
893,893,2020-11-12 16:34:03 UTC,Biden,943916,162666,106,Illinois,69.8,30.2,23.2,345.8,,
894,894,2020-11-12 15:19:45 UTC,Biden,943874,162771,104882,Illinois,76.8,23.2,23.2,345.6,,
895,895,2020-11-11 18:16:26 UTC,Biden,887698,270449,5681,Illinois,63.3,36.7,26.3,217.3,,
896,896,2020-11-11 14:59:03 UTC,Biden,886183,276410,32107,Illinois,76.2,23.8,23.8,213.4,,
897,897,2020-11-11 14:36:23 UTC,Biden,869386,309377,221493,Illinois,85.6,14.4,14.4,193.2,,
898,898,2020-11-11 03:23:42 UTC,Biden,711793,535553,0,Illinois,,,22.3,117.7,,
899,899,2020-11-09 21:52:34 UTC,Biden,711793,535553,Unknown,Illinois,38.3,138.3,21.6,117.7,,
900,900,2020-11-09 13:22:22 UTC,Biden,711470,535380,35220,Illinois,77.7,22.3,22.3,117.7,,
901,901,2020-11-08 22:12:39 UTC,Biden,691984,571292,11234,Illinois,76.2,23.8,23.0,111.7,,
902,902,2020-11-07 03:36:25 UTC,Biden,686100,582714,1496,Illinois,63.7,36.3,22.1,110.0,,
903,903,2020-11-07 03:26:10 UTC,Biden,685690,584294,69546,Illinois,78.7,21.3,21.3,109.8,,
904,904,2020-11-07 02:20:08 UTC,Biden,645800,654888,4138,Illinois,31.7,68.3,40.3,100.3,,
905,905,2020-11-06 22:43:08 UTC,Biden,647314,659093,998,Illinois,76.3,23.7,33.4,100.1,,
906,906,2020-11-06 19:46:07 UTC,Biden,646790,660183,1000,Illinois,0.0,100.0,33.3,99.9,,
907,907,2020-11-06 17:53:42 UTC,Biden,647790,661183,7404,Illinois,35.9,64.1,30.6,99.9,,
908,908,2020-11-06 17:21:32 UTC,Biden,649884,668682,1552,Illinois,66.8,33.2,19.3,99.5,,
909,909,2020-11-06 14:58:41 UTC,Biden,649364,670317,7,Illinois,100.0,0.0,18.7,99.4,,
910,910,2020-11-06 03:16:43 UTC,Biden,649357,670324,29913,Illinois,81.4,18.6,18.7,99.4,,
911,911,2020-11-06 02:19:10 UTC,Biden,630544,700651,7522,Illinois,34.9,65.1,62.1,95.9,,
912,912,2020-11-06 01:44:07 UTC,Biden,632822,708360,65778,Illinois,38.9,61.1,61.1,95.5,,
913,913,2020-11-05 22:21:28 UTC,Biden,647440,775648,3951,Illinois,38.7,61.3,52.4,92.5,,
914,914,2020-11-05 22:01:29 UTC,Biden,648333,779711,49294,Illinois,49.0,51.0,51.0,92.4,,
915,915,2020-11-05 21:45:23 UTC,Biden,649317,830510,28319,Illinois,82.6,17.4,20.7,89.9,,
916,916,2020-11-05 19:37:18 UTC,Biden,630834,859227,5467,Illinois,23.0,77.0,37.5,87.4,,
917,917,2020-11-05 19:21:26 UTC,Biden,633791,864785,20092,Illinois,76.5,23.5,35.8,87.4,,
918,918,2020-11-05 19:12:36 UTC,Biden,623131,885160,1000,Illinois,100.0,0.0,68.5,85.9,,
919,919,2020-11-05 18:59:20 UTC,Biden,622131,886160,5763,Illinois,32.9,67.1,71.0,85.8,,
920,920,2020-11-05 18:34:38 UTC,Biden,624102,891988,10300,Illinois,31.6,68.4,73.1,85.7,,
921,921,2020-11-05 18:15:33 UTC,Biden,627894,902701,5498,Illinois,18.3,81.7,68.0,85.5,,
922,922,2020-11-05 18:04:38 UTC,Biden,631380,908283,6200,Illinois,32.3,67.7,58.2,85.4,,
923,923,2020-11-05 17:56:53 UTC,Biden,633572,914626,3322,Illinois,24.1,75.9,50.0,85.3,,
924,924,2020-11-05 17:41:08 UTC,Biden,635290,918016,9907,Illinois,21.5,78.5,42.4,85.3,,
925,925,2020-11-05 17:16:26 UTC,Biden,640931,928610,18484,Illinois,72.0,28.0,25.2,85.2,,
926,926,2020-11-05 16:55:14 UTC,Biden,632815,947713,6899,Illinois,115.3,15.3,39.4,84.0,,
927,927,2020-11-05 16:46:27 UTC,Biden,623800,954526,2814,Illinois,28.9,71.1,52.9,83.3,,
928,928,2020-11-05 16:37:47 UTC,Biden,624986,957407,5736,Illinois,19.9,80.1,50.3,83.3,,
929,929,2020-11-05 16:17:43 UTC,Biden,628440,963250,120122,Illinois,56.8,43.2,43.2,83.3,,
930,930,2020-11-05 00:55:32 UTC,Biden,612156,1086521,179891,Illinois,43.6,56.4,56.4,78.7,,
931,931,2020-11-05 00:16:49 UTC,Biden,635009,1270226,99060,Illinois,53.1,46.9,46.9,75.5,,
932,932,2020-11-04 21:29:17 UTC,Biden,628893,1371903,164496,Illinois,55.3,44.7,44.7,73.4,,
933,933,2020-11-04 13:28:22 UTC,Biden,611495,1540930,0,Illinois,,,,70.2,,
934,934,2021-01-05 23:08:20 UTC,Trump,487359,1460,6,Indiana,50.0,50.0,64.3,17082.1,,
935,935,2021-01-05 22:23:05 UTC,Trump,487359,1466,2,Indiana,100.0,0.0,64.3,17012.4,,
936,936,2020-11-26 15:37:15 UTC,Trump,487357,1468,7,Indiana,85.7,14.3,64.3,16989.2,,
937,937,2020-11-26 15:27:13 UTC,Trump,487352,1437,862,Indiana,31.3,68.7,64.3,17354.4,,
938,938,2020-11-26 15:07:14 UTC,Trump,487674,296,253,Indiana,48.2,51.8,64.3,84113.8,,
939,939,2020-11-26 14:48:15 UTC,Trump,487683,Unknown,5,Indiana,160.0,60.0,64.4,,,
940,940,2020-11-18 21:14:30 UTC,Trump,487672,Unknown,92,Indiana,56.5,43.5,64.5,,,
941,941,2020-11-17 15:34:21 UTC,Trump,487660,Unknown,249,Indiana,41.4,58.6,64.5,,,
942,942,2020-11-16 22:18:52 UTC,Trump,487703,Unknown,242,Indiana,70.7,29.3,64.6,,,
943,943,2020-11-16 19:31:33 UTC,Trump,487603,25,17,Indiana,35.3,64.7,65.0,995220.7,,
944,944,2020-11-16 18:16:52 UTC,Trump,487608,43,6,Indiana,66.7,33.3,65.0,578643.6,,
945,945,2020-11-16 16:33:11 UTC,Trump,487606,49,1,Indiana,0.0,100.0,65.0,507793.3,,
946,946,2020-11-14 20:14:27 UTC,Trump,487607,50,15,Indiana,60.0,40.0,65.0,497639.4,,
947,947,2020-11-14 18:15:46 UTC,Trump,487604,67,1,Indiana,0.0,100.0,65.0,371383.1,,
948,948,2020-11-14 16:39:04 UTC,Trump,487605,68,0,Indiana,,,65.0,365923.1,,
949,949,2020-11-14 00:30:24 UTC,Trump,487605,68,66,Indiana,50.0,50.0,65.0,365923.1,,
950,950,2020-11-13 22:14:24 UTC,Trump,487605,136,52,Indiana,51.9,48.1,65.0,182986.5,,
951,951,2020-11-13 20:09:56 UTC,Trump,487603,189,2653,Indiana,43.7,56.3,65.1,131686.3,,
952,952,2020-11-13 16:28:30 UTC,Trump,487936,1829,22,Indiana,72.7,27.3,66.2,13662.0,,
953,953,2020-11-12 21:15:04 UTC,Trump,487926,1851,2,Indiana,50.0,50.0,66.2,13499.9,,
954,954,2020-11-12 17:10:03 UTC,Trump,487926,1854,33,Indiana,81.8,18.2,66.2,13478.1,,
955,955,2020-11-12 15:19:45 UTC,Trump,487905,1888,765,Indiana,78.8,21.2,66.3,13235.7,,
956,956,2020-11-11 22:51:34 UTC,Trump,487464,2642,0,Indiana,,,67.5,9464.1,,
957,957,2020-11-11 14:44:44 UTC,Trump,487464,2642,Unknown,Indiana,0.0,100.0,67.5,9464.1,,
958,958,2020-11-11 03:23:42 UTC,Trump,487463,2641,0,Indiana,,,67.5,9467.7,,
959,959,2020-11-09 19:14:19 UTC,Trump,487463,2641,297,Indiana,22.2,77.8,67.5,9467.7,,
960,960,2020-11-09 17:17:21 UTC,Trump,487628,2940,94,Indiana,88.3,11.7,67.4,8512.8,,
961,961,2020-11-06 21:39:06 UTC,Trump,487556,3037,989,Indiana,79.4,20.6,67.6,8241.3,,
962,962,2020-11-06 17:47:36 UTC,Trump,486975,4070,618,Indiana,83.7,16.3,69.2,6155.0,,
963,963,2020-11-06 15:45:44 UTC,Trump,486559,4702,389,Indiana,5.7,94.3,70.3,5329.9,,
964,964,2020-11-06 14:12:24 UTC,Trump,486904,5094,19841,Indiana,29.7,70.3,70.0,4927.0,,
965,965,2020-11-06 13:48:02 UTC,Trump,494975,25372,28046,Indiana,30.7,69.3,67.6,1045.4,,
966,966,2020-11-06 13:40:09 UTC,Trump,505817,54385,20092,Indiana,57.6,42.4,42.6,524.6,,
967,967,2020-11-05 23:10:44 UTC,Trump,502773,74908,12225,Indiana,57.1,42.9,34.8,392.5,,
968,968,2020-11-05 22:15:13 UTC,Trump,501044,87254,10347,Indiana,68.2,31.8,36.5,343.0,,
969,969,2020-11-05 20:14:01 UTC,Trump,497277,97697,4427,Indiana,80.8,19.2,41.8,309.7,,
970,970,2020-11-05 19:37:18 UTC,Trump,494548,102231,589,Indiana,81.3,18.7,45.9,296.8,,
971,971,2020-11-05 19:31:11 UTC,Trump,494179,102839,795,Indiana,75.5,24.5,45.5,295.2,,
972,972,2020-11-05 18:59:20 UTC,Trump,493774,103639,28597,Indiana,52.9,47.1,44.9,293.1,,
973,973,2020-11-05 18:34:38 UTC,Trump,492109,132613,4500,Indiana,100.0,0.0,29.9,239.3,,
974,974,2020-11-05 17:12:52 UTC,Trump,487609,137113,27091,Indiana,64.8,35.2,38.3,231.5,,
975,975,2020-11-05 16:53:29 UTC,Trump,479566,164775,8844,Indiana,32.2,67.8,55.6,198.5,,
976,976,2020-11-05 16:43:40 UTC,Trump,482710,173746,16728,Indiana,51.9,48.1,53.3,191.8,,
977,977,2020-11-05 16:26:02 UTC,Trump,482082,190862,27328,Indiana,40.3,59.7,59.6,178.9,,
978,978,2020-11-05 16:13:43 UTC,Trump,487396,218684,27537,Indiana,41.4,58.6,59.4,163.7,,
979,979,2020-11-05 16:08:12 UTC,Trump,492117,246110,84721,Indiana,31.5,68.5,68.5,152.0,,
980,980,2020-11-04 22:31:46 UTC,Trump,523482,332539,48583,Indiana,43.6,56.4,56.4,130.3,,
981,981,2020-11-04 21:29:17 UTC,Trump,529683,381576,572,Indiana,52.1,47.9,63.9,120.8,,
982,982,2020-11-04 20:14:42 UTC,Trump,529659,382175,61528,Indiana,35.8,64.2,64.2,120.7,,
983,983,2020-11-04 17:16:47 UTC,Trump,547107,444803,94,Indiana,74.5,25.5,25.5,112.8,,
